index,isbn,book_title,book_author,Category,year_of_publication
189221,679032983,"Fodor's 97 Walt Disney World, Universal Studios and Orlando (Fodor's)",Alison Stern,9,1996
189223,679408835,Dreaming in Cuban,Cristina Garcia,['Fiction'],1992
189226,8423970647,No Pasaran! El Videojuego,Chrstine Lehmann,9,2002
189229,8429710329,Mecanoscrit del segon origen (El Trapezi ; 24),Manuel de Pedrolo,9,1974
189244,843509975X,La Perla,John Steinbeck,9,2003
189246,8448902378,LÂ®impostor (Antaviana jove),Manuel L Alonso,9,1996
189247,8449503027,Narraciones Extraordinarias - 1 Seleccion,Edgar Allan Poe,9,1998
189248,8488791518,Un racÃ³ de paraigua (ColÂ¨lecciÃ³ Toc de ficciÃ³),Josep Maria EspinÃ s,9,1997
189251,059045899X,Amber Brown Is Not a Crayon (Amber Brown (Paperback)),Paula Danziger,9,1995
189279,689829655,Hatchet - Newbery Promo '99,Gary Paulsen,['Divorce'],1999
189280,385238614,Girls/Suits/Lunch/PB,DEANNE STILLMAN,['Fiction'],1988
189281,27357813,A Long Way from Verona,Jane Gardam,"['World War, 1939-1945']",1988
189284,28604199,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories,James Finn Garner,9,1995
189360,30442818,Creek Mary's Blood: A Novel,Dee Alexander Brown,['Fiction'],1980
189365,60084456,Chasing Rumi: A Fable About Finding the Heart's True Desire,Roger Housden,['Fiction'],2002
189376,60090367,Watermelon,Marian Keyes,['Fiction'],2002
189440,60096195,The Boy Next Door,Meggin Cabot,9,2002
189547,60097469,Dancing in My Nuddy-Pants : Even Further Confessions of Georgia Nicolson (Confessions of Georgia Nicolson),Louise Rennison,9,2003
189561,60157992,Peachtree Road,Anne Rivers Siddons,['Fiction'],1991
189565,60163097,365 Easy Low-Calorie Recipes,Sylvia Schur,['Low-calorie diet'],1990
189570,60173084,Ten Stupid Things Men Do to Mess Up Their Lives,Laura C. Schlessinger,9,1997
189574,60176156,Up Island,Anne Rivers Siddons,9,1997
189596,60179988,The Journeyman Tailor,Gerald Seymour,['Fiction'],1993
189597,60185287,Flight Lessons,Patricia Gaffney,9,2002
189609,60191058,The Bachelor's Cat: A Love Story,L. F. Hoffman,['Fiction'],1997
189632,60194146,The Catsitters: A Novel,James Wolcott,9,2001
189638,60210699,Dinosaur Encore,Patricia Mullins,['Juvenile Nonfiction'],1993
189639,60235284,Julie,Jean Craighead George,9,1994
189642,60277491,Violet & Claire,Francesca Lia Block,['Juvenile Fiction'],1999
189652,60281766,Freewill,Chris Lynch,['Juvenile Fiction'],2001
189654,60287365,Hippolyta and the Curse of the Amazons,Jane Yolen,['Juvenile Fiction'],2002
189655,60290307,Angel on the Square,Gloria Whelan,9,2001
189656,60293152,The Two Princesses of Bamarre,Gail Carson Levine,9,2001
189658,60294698,All-American Girl,Meg Cabot,9,2002
189675,60392827,Confessions of an Ugly Stepsister,Gregory Maguire,['Fiction'],1999
189700,60509392,Mrs. Kimble : A Novel,Jennifer Haigh,['Fiction'],2003
189718,60513888,Important Things That Don't Matter,David Amsden,9,2003
189722,60529733,The Long Silence of Mario Salviati : A Novel,Etienne van Heerden,9,2003
189727,60532149,Bare Necessity,Carole Matthews,['Fiction'],2003
189754,60544260,Stone Garden : A Novel,Molly Moynahan,9,2003
189765,60617519,The Long Loneliness,Dorothy Day,['Biography & Autobiography'],1997
189776,60652934,The Screwtape Letters,C. S. Lewis,['Religion'],2001
189824,60688246,"Severe Mercy, A",Sheldon Vanauken,['Religion'],1987
189832,60915943,The Art of Loving,Erich Fromm,9,1989
189837,60926201,"She Flew the Coop : A Novel Concerning Life, Death, Sex and Recipes in Limoges, Louisiana",Michael Lee West,['Fiction'],1995
189861,60936800,Girl Anatomy : A Novel,Rebecca Bloom,9,2003
189863,60954884,Anna and the King of Siam,Margaret Landon,['Fiction'],1999
189869,60973323,Ginger Tree,Oswald Wynd,['Adultery'],1990
189903,60976497,Ten Stupid Things Women Do to Mess Up Their Lives,Laura C. Schlessinger,['Self-Help'],1995
189957,006098824X,Getting Over It,Anna Maxted,['Fiction'],2001
190037,006109028X,Sharpe's Devil,Bernard Cornwell,9,1993
190042,61093890,Fashionably Late,Olivia Goldsmith,['Fiction'],1999
190067,62517317,Friendship Cake: A Novel,Lynne Hinton,9,2002
190083,62740067,Emily Post on Entertaining,Elizabeth L. Post,['Entertaining'],1992
190091,64402509,The Family Under the Bridge,Natalie Savage Carlson,['Juvenile Fiction'],1989
190097,64406326,Absolutely Normal Chaos,Sharon Creech,9,1997
190107,64406822,There's an Owl in the Shower,Jean Craighead George,['Juvenile Fiction'],1997
190115,64406865,Pleasing the Ghost,Sharon Creech,9,1997
190118,64407446,Echo,Francesca Lia Block,9,2002
190126,64440591,Frog and Toad All Year (I Can Read Book 2),Arnold Lobel,['Juvenile Fiction'],1984
190132,64460932,Joyful Noise (rpkg) : Poems for Two Voices,Paul Fleischman,['Juvenile Nonfiction'],1992
190137,006446735X,Shark Swimathon (MathStart 3),Stuart J. Murphy,9,2000
190138,64470679,Gentlehands,M. E. Kerr,9,1990
190142,006447187X,Girl Goddess #9 : Nine Stories,Francesca Lia Block,9,1998
190164,64472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,['Juvenile Fiction'],2001
190274,64472795,"Princess in the Spotlight (The Princess Diaries, Vol. 2)",Meg Cabot,['Juvenile Fiction'],2002
190333,64473023,"Grecian Holiday: Or, How I Turned Down the Best Possible Thing Only to Have the Time of My Life",Kate Cann,['Juvenile Fiction'],2002
190349,64473627,"Knocked Out by My Nunga-Nungas : Further, Further Confessions of Georgia Nicolson (Confessions of Georgia Nicolson)",Louise Rennison,9,2003
190373,006621016X,Filthy Rich,Dorothy Samuels,9,2001
190382,66213339,Who Killed Tiffany Jones? : A Novel,Mavis Kaye,9,2002
190385,66236568,"Knocked Out by My Nunga-Nungas: Further, Further Confessions of Georgia Nicolson",Louise Rennison,9,2002
190398,99133717,American Ghosts and Old World Wonders,Angela Carter,['Ghost stories'],1994
190402,013029604X,American Steel: Hot Metal Men and the Resurrection of the Rust Belt,Richard Preston,['Business & Economics'],1991
190403,130743038,Betty Crocker's Eat and Lose Weight,Betty Crocker Editors,9,1992
190404,133349705,Frommer's Hawaii '92 on $70 a Day (Budget Trave Guide),Arthur Frommer,9,1991
190405,140108599,Clear Light of Day,Anita Desai,['Fiction'],1990
190407,140118470,"Ah, Sweet Mystery of Life: The Country Stories of Roald Dahl (Penguin Fiction)",Roald Dahl,9,1991
190418,014017821X,The Bloody Chamber and Other Stories,Angela Carter,['Fiction'],1987
190425,140186484,Twenty Love Poems: And a Song of Despair (Twentieth Century Classics),Pablo Neruda,9,1993
190435,140189645,The Crucible: A Play in Four Acts (Twentieth-Century Classics),Arthur Miller,9,1995
190456,140236201,Paradise of the Blind,Duong Thu Huong,['Fiction'],1994
190462,140240209,The Dog I.Q. Test,Melissa Miller,['Pets'],1994
190468,140242058,Zlata's Diary: A Child's Life in Sarajevo,Zlata Filipovic,['Juvenile Nonfiction'],1995
190489,140265716,Memoirs of an Ex-Prom Queen,Alix Kates Shulman,9,1997
190498,014027927X,Ralph's Party,Lisa Jewell,['Fiction'],1999
190548,140282033,Chocolat,Joanne Harris,['Fiction'],2000
190600,140322051,Friedrich (Puffin Books),Hans Peter Richter,9,1987
190607,140340831,Aldo Applesauce,Johanna Hurwitz,['Friendship'],1989
190609,140344438,Nothing's Fair in Fifth Grade,Barthe Declements,['Juvenile Fiction'],1990
190619,140349812,Lyddie (Puffin Books),Katherine Paterson,['Juvenile Fiction'],1994
190624,140360042,Breaking the Fall,Michael Cadnum,['Friendship'],1994
190625,140365931,A Pocket Full of Seeds (A Puffin Book),Marilyn Sachs,['France'],1994
190627,140376283,Phoenix Rising,Karen Hesse,['Juvenile Fiction'],1995
190634,140386742,Jip: His Story,Katherine Paterson,['Juvenile Fiction'],1998
190641,140388419,Guests of War Trilogy,Kit Pearson,['Juvenile Fiction'],2003
190648,140440224,"The Canterbury Tales, in Modern English",Geoffrey Chaucer,9,2000
190680,140481877,Master Harold...and the Boys,Athol Fugard,['Drama'],1984
190686,140547533,The Funny Little Woman (Picture Puffins),Lafcadio Hearn,['Juvenile Fiction'],1993
190689,141302283,The Giraffe and the Pelly and Me,Roald Dahl,['Juvenile Fiction'],1998
190693,141308419,Witnesses to War: Eight True-Life Stories of Nazi Persecution,Michael Leapman,['Juvenile Nonfiction'],2000
190694,141439564,Great Expectations (Penguin Classics),Charles Dickens,9,2003
190707,142000345,"A Common Life: The Wedding Story (Beloved Mitford, No. 6)",Jan Karon,['Fiction'],2002
190728,142000477,More than Enough: The Ten Keys to Changing Your Financial Destiny,David Ramsey,['Business & Economics'],2002
190729,142003484,Three Daughters,Letty Cottin Pogrebin,['Fiction'],2003
190732,152001018,A Break with Charity: A Story about the Salem Witch Trials,Ann Rinaldi,9,1994
190753,152003924,The Secret of Sarah Revere,Ann Rinaldi,['Fathers and daughters'],1995
190757,152006737,A Ride into Morning: The Story of Tempe Wick,Ann Rinaldi,9,1995
190761,152008799,Finishing Becca: A Story about Peggy Shippen and Benedict Arnold,Ann Rinaldi,['Philadelphia (Pa.)'],1994
190768,152021973,An Acquaintance with Darkness,Ann Rinaldi,['Juvenile Fiction'],1999
190777,152164502,The Coffin Quilt: The Feud between the Hatfields and the McCoys,Ann Rinaldi,9,2001
190790,152167056,A Northern Light,Jennifer Donnelly,['Juvenile Fiction'],2003
190796,152167919,Once Upon a Marigold,Jean Ferris,['Juvenile Fiction'],2002
190802,156004771,"SPAM: A Biography: The Amazing True Story of America's \Miracle Meat!\""""",Carolyn Wyman,['Cooking'],1999
190809,156008661,Ladies' Night at Finbar's Hotel,Dermot Bolger,['Fiction'],2000
190826,156010887,The Blue Bedspread,Raj Kamal Jha,['Fiction'],2001
190836,195154991,Your Name Is Renee: Ruth Kapp Hartz's Story As a Hidden Child in Nazi-Occupied France,Stacy Cretzmeyer,['Juvenile Nonfiction'],2002
190837,195867866,From the Bluest Part of the Harbour: Poems from Hong Kong (Oxford in Asia Paperbacks),Andrew Parkin,['Poetry'],1995
190838,306807203,Charles Sumner,David Herbert Donald,['History'],1996
190841,310201683,"Promise, The",Jane Peart,9,1996
190843,031020755X,Relationships,Les Parrott,9,1998
190846,310213975,Touched by an Angel,Martha Williamson,['Fiction'],1997
190853,031023008X,Fresh Power,Jim Cymbala,['Religion'],2001
190857,310231612,What Ever Happened to Commitment,Edward Dayton,9,1984
190858,310515114,From the Claws of the Dragon: A Story of Deliverance from the Chinese Red Guards,Carroll Ferguson Hunt,9,1988
190860,312023022,Tough Stuff,Sam Huff,9,1988
190861,312046448,A Proper Breakfast,Alexandra Parsons,9,1991
190862,312105231,Peckover Joins the Choir,Michael Kenyon,['Fiction'],1994
190863,312144075,The Samurai's Garden : A Novel,Gail Tsukiyama,['Fiction'],1996
190965,312146957,The Old Forest and Other Stories,Peter Taylor,['Fiction'],1996
190968,312147015,The Persian Pickle Club,Sandra Dallas,['Fiction'],1996
191043,312171838,Bachelor Brothers' Bed & Breakfast,Bill Richardson,['Fiction'],1997
191093,312187106,The Diary of Mattie Spenser,Sandra Dallas,9,1998
191112,312203594,Alice's Tulips,Sandra Dallas,9,2000
191121,312209673,Man or Mango?,Lucy Ellman,9,1999
191122,031226481X,We Love Harry Potter!,Sharon Moore,['Juvenile Nonfiction'],1999
191127,312270801,The Perfect Elizabeth : A Tale of Two Sisters,Libby Schmais,['Fiction'],2001
191153,031227193X,Saving Agnes,Rachel Cusk,['Fiction'],2001
191163,312272766,Plan B,Jonathan Tropper,['Fiction'],2001
191169,312272782,This Is Graceanne's Book : A Novel,P. L. Whitney,['Fiction'],2001
191177,312284535,The Apprentice : A Novel,Lewis Libby,9,2002
191183,312859589,Shadow of Ashland,Terence M. Green,['Fiction'],1996
191193,312908830,Night of Error,Desmond Bagley,9,1987
191194,312959176,Beauty from Ashes (Georgia Trilogy),Eugenia Price,['Fiction'],1996
191203,312961324,The Shell Seekers (Shell Seekers),Rosamunde Pilcher,['Fiction'],1997
191267,316070211,What Every Girl (Except Me) Knows,Nora Raleigh Baskin,9,2001
191268,316120863,All the Finest Girls: A Novel,Alexandra Styron,9,2002
191274,316140074,The Hit-Away Kid (A Springboard Book),Matthew F Christopher,['Juvenile Fiction'],1990
191275,316320277,Anarchy and Elegance: Confessions of a Journalist at Yale Law School,Chris Goodrich,['Education'],1991
191278,316329940,A Letter for Daria,Ekaterina Gordeeva,['Family & Relationships'],1998
191282,316415022,Captain Saturday: A Novel,Robert Inman,['Fiction'],2002
191287,316699128,Common Cents: A Retiring Six-Term Congressman Reveals How Congress Really Works-And What We Must Do to Fix It,Timothy J. Penny,['Political Science'],1995
191289,316890197,The Evidence Against Her : A Novel,Robb Forman Dew,9,2001
191298,316910333,Gossip Girl #1 : A Novel by Cecily von Ziegesar (Gossip Girl),Cecily Von Ziegesar,['Young Adult Fiction'],2002
191327,034531221X,Lincoln,Gore Vidal,['Fiction'],1985
191352,345320409,Rediscovering America's Values,Frances Moore Lappe,['Social Science'],1989
191354,345336429,Family Linen,Lee Smith,['Fiction'],1986
191363,345353617,The Women's Room,Marilyn French,['Fiction'],1977
191378,345356365,The Wishsong of Shannara,Terry Brooks,9,1992
191412,034536208X,Fair and Tender Ladies,Lee Smith,['Fiction'],1989
191435,345382919,Devil's Dream,LEE SMITH,['Fiction'],1993
191444,345388968,How to Make an American Quilt,Whitney Otto,['Fiction'],1994
191456,345404114,Sleepers,Lorenzo Carcaterra,['Biography & Autobiography'],1996
191575,345404440,Hanging Up,Delia Ephron,9,1996
191582,345409671,"Memnoch the Devil (Vampire Chronicles, No 5)",Anne Rice,['Fiction'],1997
191652,345410092,Me : Stories of My Life,KATHARINE HEPBURN,['Biography & Autobiography'],1996
191665,345427297,The Milk Mustache Book: A Behind-The-Scenes Look at America's Favorite Advertising Campaign,Jay Schulberg,['Business & Economics'],1998
191670,345433319,Midnight Voices,JOHN SAUL,['Fiction'],2002
191688,345435257,"Angel Fire East (The Word and the Void Trilogy, Book 3)",Terry Brooks,['Fiction'],2000
191711,345435796,The First Horseman,John Case,9,1999
191787,345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,['Fiction'],2002
191889,345450892,The Lake of Dead Languages (Ballantine Reader's Circle),Carol Goodman,['Fiction'],2003
191940,345453387,Dog Handling,CLARE NAYLOR,['Fiction'],2002
191993,373031424,"Lovespell (Harlequin Romance, No 3142)",Jennifer Taylor,['Fiction'],1991
191999,373075944,"Devil And Jessie Webster (Silhouette Intimate Moments, No 594)",Lydia Burke,['Fiction'],1994
192003,373117515,Bride For The Taking (Harlequin Presents No 1751),Sandra Marton,['Fiction'],1995
192008,373190255,"Male Animal (Silhouette Romance, No 1025)",Suzanne Carey,9,1994
192009,037322138X,"Carnival (Harlequin Intrique, No 138)",Jenna Ryan,['Fiction'],1990
192010,037322348X,"Unforgettable (Harlequin Intrigue, No 348)",Molly Rice,['Fiction'],1995
192017,373250118,See Jane Date (Red Dress Ink (Paperback)),Melissa Senate,['Fiction'],2001
192079,373250126,Milkrun,Sarah Mlynowski,9,2001
192159,373250142,Dating Without Novocaine (Red Dress Ink),Lisa Cach,['Fiction'],2002
192211,373250150,Confessions of an Ex-Girlfriend,Lynda Curnyn,['Fiction'],2002
192244,373250169,L. A. Woman (Red Dress Ink),Cathy Yardley,['Fiction'],2002
192272,373250185,Strapless (Red Dress Ink (Paperback)),Leigh Riker,9,2002
192313,373250193,Loose Screws (Red Dress Ink (Paperback)),Karen Templeton,['Fiction'],2002
192354,373250207,Fishbowl (Red Dress Ink (Paperback)),Sarah Mlynowski,['Fiction'],2002
192404,373250215,Burning The Map,Laura Caldwell,9,2002
192442,373250231,Spanish Disco (Red Dress Ink (Paperback)),Erica Orloff,['Fiction'],2003
192471,037325024X,Out of the Blue (Red Dress Ink (Paperback)),Isabel Wolff,9,2003
192508,373250258,Fashionistas (Red Dress Ink (Paperback)),Lynn Messina,['Fiction'],2003
192539,373250282,Engaging Men (Red Dress Ink (Paperback)),Lynda Curnyn,['Fiction'],2003
192599,037325041X,The Solomon Sisters Wise Up (Red Dress Ink),Melissa Senate,['Fiction'],2003
192619,373250487,Rescuing Rose (Red Dress Ink),Isabel Wolff,['Fiction'],2004
192642,373250525,Starting From Square Two (Red Dress Ink),Caren Lissner,['Fiction'],2004
192652,373250533,The Matzo Ball Heiress (Red Dress Ink),Laurie Gwen Shapiro,['Fiction'],2004
192667,373706421,"Monday'S Child (Bestselling Author) (Harlequin Superromance, No 642)",Janice Kaiser,['Fiction'],1995
192677,373706448,"Finding Father (Family Man) (Harlequin Superromance, No 644)",Anne Marie Duquette,['Fiction'],1995
192689,373810199,Body and Soul (Men at Work),Janice Kaiser,9,1998
192693,374312486,The China Garden,Liz Berry,['England'],1996
192694,374336644,Joey Pigza Swallowed the Key (Joey Pigza Books (Hardcover)),Jack Gantos,9,1998
192697,374399891,Joey Pigza Loses Control (Newbery Honor Book),Jack Gantos,9,2000
192701,374404542,Aria of the Sea,Dia Calhoun,9,2003
192703,374416842,Dance in the Desert,Madeleine L'Engle,['Animals'],1988
192705,374437165,Jack's Black Book (Jack Henry),Jack Gantos,9,1999
192707,375410767,The Family Orchard: A Novel,Nomi Eve,['Fiction'],2000
192725,375503846,66 Laps: A Novel,Leslie Spirson,['Fiction'],2000
192727,375506187,Milk Glass Moon : A Big Stone Gap Novel (Big Stone Gap Novels (Hardcover)),ADRIANA TRIGIANI,9,2002
192746,375507124,It's My F---ing Birthday,MERRILL MARKOE,['Fiction'],2002
192763,375701230,A Death in the Family,James Agee,['American literature'],1998
192772,375706429,Otherwise Engaged,Suzanne Finnamore,['Fiction'],2000
192806,375713751,I Don't Know How She Does It,ALLISON PEARSON,9,2003
192860,375726632,Oldest Living Confederate Widow Tells All (Vintage Contemporaries (Paperback)),Allan Gurganus,['Fiction'],2001
192871,375757597,Normal Girl : A Novel,MOLLY JONG-FAST,9,2001
192895,375760628,Slave to Fashion : A Novel,REBECCA CAMPBELL,['Fiction'],2002
192929,375811354,The Foot Book (Nifty Lift-And-Look Books),Dr. Seuss Enterprises,9,2002
